Serial,username,Status
1197,ProphetX,Pupil
1198,EJIC_B_KEDAX,Expert
1199,20333333333,International
1200,nicku123,Candidate
1201,modwwe,Specialist
1202,comotbannucute,Expert
1203,steven.novaryo,Master
1204,STommydx,Expert
1205,defnotmee,Master
1206,6aren,Grandmaster
1207,shdut0901,Candidate
1208,opcoder_0521,Newbie
1209,DilshodbekX,Candidate
1210,silxi,Candidate
1211,SirShokoladina,International
1212,Z-301,International
1213,Scalm,Candidate
1214,zjdl,Newbie
1215,evresed,Specialist
1216,Denisov,Master
1217,pumpanddump,Pupil
1218,apoorv_me,Master
1219,Mtaylor,Master
1220,SergiiGolovko,Expert
1221,ammar_shaikh,Expert
1222,Gh0stF0xG0ddess,Candidate
1223,MickyOr,Expert
1224,MISM06,Candidate
1225,mychecksdead,Master
1226,lindongli2004,Master
1227,Errichto,International
1228,Skinny_Pete,Newbie
1229,ytkn,Grandmaster
1230,JustNik77,Candidate
1231,anpoli99,Grandmaster
1232,duality,Legendary
1234,InternetPerson10,Grandmaster
1235,jianguolingyun1024,Specialist
1236,hezhiqiang,Expert
1237,yogahmad77,Grandmaster
1238,bpdolson,Master
1239,FC_Viiiiictor_K,Master
1240,klimoza,International
1241,Rubikun,International
1242,kwoncycle,Candidate
1243,sumitacchan,International
1244,olmrgcsi,International
1245,wangzhifang,International
1246,SA01,Master
1247,alexwice,Master
1248,Igorjan94,Candidate
1249,JackPa,Master
1251,IlyinAD,Expert
1252,LMydd0225,"Unrated,"
1253,Remosk,Master
1254,KroosTheKeenGlint,Grandmaster
1255,Arraiter,Grandmaster
1256,CDuongg,Candidate
1257,hokarikanae,Master
1258,20Ti_ntson,Newbie
1259,Xaxixin,Master
1260,aleksandro,Master
1261,Phantom_Deluxe,Candidate
1262,InariInDream,Pupil
1263,NatInTheHat,Expert
1264,YocyCraft,Candidate
1265,satyabrat369,Expert
1267,Lin_,Specialist
1269,TeaPot,Grandmaster
1270,dreamoon_love_AA,International
1271,DanielTheManiel,Newbie
1272,synths,Expert
1273,tamthegod,Candidate
1274,stoober,Specialist
1275,andrei_boaca,Master
1277,Epilogue,Specialist
1278,avighanshani,Expert
1279,nifeshe,Candidate
1280,kristevalex,International
1281,Asad_Bin,Expert
1282,fengzhengwei,Grandmaster
1283,Vandaro,Expert
1284,Levi_seventy,Specialist
1285,yash_babel,Expert
1286,Biden,International
1287,shnirelman,International
1288,NINGucas,Expert
1289,piyush_pransukhka,Candidate
1290,spongebobsquareroot,Candidate
1291,hackerbhaiya,Expert
1293,koderkushy,Master
1294,CoDeveRse_07,Expert
1295,abc864197532,International
1296,IvanBorquez,Master
1297,BlueDiamond,Master
1298,M998244353,Candidate
1299,InDI2k,Specialist
1300,qfl_zzz,Expert
1302,Raiden_Mei_,Master
1303,kalehaunter,Candidate
1304,antony191,Grandmaster
1306,HCPS42,Master
1307,UltramanDecker,Expert
1308,dgrachev28,Expert
1309,I_Love_Constructives,Master
1310,A.n.o.n.y.m.o.u.s,Expert
1311,tox1c_kid,Expert
1312,vrishavgarg28,Specialist
1313,yashshet,Specialist
1314,iLLusio,Master
1315,caan_do,Master
1316,Dan13llljws,Expert
1317,xxh1999,Master
1318,Geothermal,International
1319,Popusk3000lvl,Expert
1320,edw21,Grandmaster
1321,rniya,Grandmaster
1322,Gym101,Expert
1323,RushiT,Expert
1324,emptyhope,International
1325,Bungmint,Master
1326,Sinocchi,Candidate
1327,Ethan_xu,Candidate
1328,log2win,Candidate
1329,TheOneYouWant,International
1330,drAKu0.0,Expert
1331,alex.kudryashov,Candidate
1332,tgp07,Expert
1333,rama_pang,Grandmaster
1334,thematdev,Master
1335,Olerinskiy,Master
1336,huikang,Candidate
1337,zaq1xsw2tktk,International
1338,hsay42,Master
1339,36champ,Master
1340,Stanislau,Master
1341,Whereismybrain,Candidate
1342,ALILILILILI-KHAN,Grandmaster
1343,lquo,Candidate
1344,jtrh,Expert
1345,MridulAhi,Candidate
1346,theartofwar,Candidate
1347,LeoKKK,Expert
1348,FelixDzerzhinsky,Candidate
1349,vishal_781,Pupil
1350,Hohenheim20,Expert
1351,drdilyor,Candidate
1352,EasonTAO,Master
1353,DeadlyPillow,International
1354,smax,International
1355,Fysty,International
1357,b6e7,"Unrated,"
1358,_bverma512,Pupil
1359,Daniel_lele,Master
1360,zhjxaoini,International
1361,i.am.pratik,Candidate
1362,aniket_kundu,Candidate
1363,Septimelon,Grandmaster
1364,milind0110,Candidate
1365,YahiaSherif,Master
1369,devanshmishra111,Expert
1370,Hackenbush,Master
1371,ndt23,Newbie
1372,YouStill_DontKnowMeYet,Candidate
1373,ArtAlex,International
1374,shubham__36,Master
1375,cepher01,Expert
1376,LoboLobo,Master
1377,Hemose,Candidate
1378,liut,Expert
1379,tnxcyrz,Newbie
1380,1024mb,Expert
1381,Valera_Grinenko,Candidate
1382,Zany,Master
1384,AQil,International
1385,DipanshuG,Expert
1386,Forested,Grandmaster
1387,zken7,Candidate
1388,FromTheHell,Master
1389,KazmetreD,Master
1390,shubhamgrg1000,Expert
1391,QAQAutoMaton,Legendary
1392,hjcafaroUC,Master
1393,sharmaharisam,Master
1394,imbr92,Master
1395,omega_alpha,Candidate
1396,NishantS,Specialist
1397,gongkoufadongji,International
1398,Little_Sheep_Yawn,Master
1399,TeasingMaster,Master
1400,RiCHEPCPR,International
1402,jatinxkirito,Specialist
1403,maximumSHOT,Grandmaster
1404,snavneet561,Specialist
1405,siddharthMishra,Candidate
1406,Sulfox,Grandmaster
1407,Suda,Candidate
1408,mana,Grandmaster
1409,fanache99,Grandmaster
1410,Yar_sem,Master
1411,kilotaras,Master
1413,ligaydima,Master
1414,fastmath,International
1415,Alone_but_mast_07,"Unrated,"
1416,Euphoria_07,Pupil
1417,fork,Master
1418,margothequeen,Specialist
1419,this.is.shivamsingh,Pupil
1420,tyler,Master
1421,cuiaoxiang,Master
1422,fuppy,Grandmaster
1423,_DUDE_,Expert
1424,SUN.LOVE,Candidate
1425,coriander,International
1426,siganai,International
1428,salyg1n,Master
1429,GauravBilotia,Pupil
1430,xyx0711,Master
1432,huangxw,Master
1433,tyagsa,Candidate
1434,rust_fan,Newbie
1435,mo_onrabbit2,Grandmaster
1436,BurnedChicken,International
1437,Mateo,Expert
1438,aditya_sheth,Candidate
1439,Ankit_332,Candidate
1440,Ankit_132,Candidate
1441,_RED__,Master
1442,Survivor_winner,Expert
1444,Snow-Flower,Grandmaster
1445,Shermes,Expert
1446,nice_doggos,Expert
1447,irkstepanov,International
1448,Lokeo,Candidate
1449,catforces,Master
1450,aryanc403,International
1451,heno239,Legendary
1452,LayCurse,International
1453,Satish_S,Expert
1454,richard_bachman,Expert
1455,maroonrk,Legendary
1456,okwedook,Master
1457,pikabi,Master
1458,aa2985759,Grandmaster
1459,satashun,International
1460,Jackylkk2003,Master
1461,platelet,International
1462,Rafbill,International
1463,asdsasd,International
1464,Harsh_Bang_7,Expert
1465,Blitztage,Candidate
1466,antontrygubO_o,Legendary
1467,meowcneil,Master
1468,AshToady,"Unrated,"
1469,jacynkaa,International
1470,rajan2k,Expert
1471,torisasami,International
1472,tatyam,International
1473,mafailure,Master
1474,Once_I_Liked_AGirl,Expert
1475,harsh__h,Candidate
1477,wanyurukong,Pupil
1478,MonkeyKing,Grandmaster
1479,yuto1115,International
1480,PiyushKumar_it_is,Specialist
1481,Kumarfeldspar,Specialist
1482,tute7627,International
1483,caak,Grandmaster
1484,mjtai,Master
1485,HunterXD,Expert
1486,ikrpprppp,Candidate
1487,MrOnline,Specialist
1488,1_2_3_4_5_9,Candidate
1489,pc_invader,Expert
1490,kit.24.20bec302,"Unrated,"
1491,KumaTachiRen,Master
1492,Aniket_Sukhija,Expert
1493,EMBailey,Candidate
1494,raghavmangla04,Specialist
1495,Ujjwalkool,Candidate
1496,FastFreeTask,International
1497,Nyaan,International
1498,NotImplemented,Expert
1499,_TOBapNw_,Master
1500,borgar02,Master
1501,GoldIngot,Candidate
1502,MeowMcgrath,Expert
1503,mishra_512,Specialist
1504,east1016,Candidate
1505,vidwansAD,Specialist
1506,payday3,Expert
1507,aksingh_321,Newbie
1508,avnyu,Specialist
1509,second_idiot,"Unrated,"
1510,love_yoona,Expert
1511,Egor,International
1512,wjli,International
1513,imAniksahA,Specialist
1514,nabil_salah,Pupil
1515,Eslam_Ahmed,Specialist
1516,AlrgolElanaaaaap,Specialist
1517,sudhir___,Newbie
1518,Rohit_saini,Newbie
1519,Iced_Caffe_Americano,Expert
1520,anishde85,Candidate
1521,June_24,Pupil
1522,bogocubic1,Expert
1523,bridgekiller,Expert
1524,gargmayank0505,Pupil
1525,debdhriti,Expert
1526,Knightshade,Specialist
1527,braman,Specialist
1528,kukuricnachrumka,Pupil
1529,Atharva_Arya,Specialist
1530,Carpenters_Cat,Candidate
1531,Destructor_1091,Pupil
1532,slimeybutter,Pupil
1533,baguette_,Pupil
1534,KeiTsukishima,Pupil
1535,swarup_312,Pupil
1536,utku_1234,Specialist
1537,gy2507,Pupil
1538,25mayank,Specialist
1539,abmorpheus,Pupil
1540,maspy,International
1541,enuguru_2002,Newbie
1542,LQWqwq,Specialist
1543,Dream-On,Newbie
1544,darkmis4103,Specialist
1545,not_just_rr,Specialist
1546,rahulhind,Pupil
1547,dr-ghost,Pupil
1548,khangai12,Candidate
1549,homebrew,Specialist
1550,yfuka86,Candidate
1551,Shubham_0605,Specialist
1552,thanhchauns2,Expert
1553,Aniket_29,Newbie
1554,_timelimit_exceed_,Pupil
1555,Pranjal324,Newbie
1556,Espoirer,Specialist
1557,Ayu_19,Specialist
1558,Pratik_9284,Pupil
1559,dmkozyrev_thinks_slowly,Expert
1560,NewbiePupil,Specialist
1561,vivekx7,Pupil
1562,sachinjaiswal,Specialist
1563,arif049,Newbie
1564,Vegeks,Pupil
1565,mingz,Expert
1566,rsa_op,Expert
1567,pyuss,Expert
1568,yerkebayev,Newbie
1569,Suryanshjaiswal,Pupil
1570,TwelveThread,Newbie
1571,Appandey788,Specialist
1572,introvert_coder1,Pupil
1573,marc2825,Expert
1574,mangoDD,Specialist
1575,np67,Newbie
1576,Rajat.18,Pupil
1577,ne_prajwal,Newbie
1578,jieunie,Expert
1580,RobinFromTheHood,Expert
1581,duhless,Pupil
1582,WORTH,Specialist
1583,ZrjaK,Expert
1584,WAtoAC2001,Candidate
1585,ruban,Pupil
1586,amanpatel23,Specialist
1587,dumbestcoder,Specialist
1588,rajeshpenugonda,Pupil
1589,lpxlove,Expert
1590,wujiyan,"Unrated,"
1591,bhaskar_op,Pupil
1592,adityasah09,Pupil
1593,OG_Matveychick1,Candidate
1594,bitcoin,Expert
1595,Awab,Pupil
1596,ekeshwarj5,Specialist
1597,p-a-t,Specialist
1599,Ling_Cat_,Newbie
1600,pacha2880,Master
1601,Koka,Pupil
1602,sanskarn17,Specialist
1603,nnnnnnp770,Pupil
1606,OnlyAloner,Specialist
1607,newbie_01,Newbie
1609,_Aryan_,Specialist
1610,mailo102,Candidate
1611,sLastika,Expert
1612,aayush_chhabra,Expert
1613,n_k101,Newbie
1614,YatinUtreja,Specialist
1615,code_genier,Specialist
1616,Yash_Nandwana,Pupil
1617,Abuzied_Y,Pupil
1618,MohammadParsaElahimanesh,Candidate
1619,bipro_coder100,Pupil
1620,EmergentProperties,Specialist
1621,reputation_tv,Newbie
1622,anipatil21,Newbie
1623,subhadeep2910,Pupil
1624,NexAvi,Pupil
1625,vikashrock45,Pupil
1626,Fazor52,Newbie
1627,Sangamer,Specialist
1628,Pious,Specialist
1629,2020eeb1144,Newbie
1630,arpurush,Newbie
1631,Yu_212,Master
1632,Afsanay,Pupil
1633,shrohit_007,Pupil
1634,ritikjainrj18,Specialist
1635,prabalpsingh7115,Specialist
1636,Jackyjuman,Pupil
1637,gagan_sharma,Expert
1638,__SSB__,Newbie
1639,legit_123,Specialist
1640,SrvstvRajat,Pupil
1641,lak_pnd,Newbie
1642,dkm_1164,Newbie
1643,Restricted,Expert
1644,vijender_8601,Pupil
1645,Raj_Aditya,Specialist
1646,sood_aniket28,Expert
1647,Emperor_Nazer,Pupil
1648,anooprai.123,Newbie
1649,ddexter_12,Expert
1650,Spheniscine,Master
1651,aus123,Pupil
1652,smilinginpain,Expert
1653,Suplex,Newbie
1654,omtrivedioo3,Newbie
1655,yadavDipesh,Newbie
1656,arvindf232,Legendary
1657,u_dont_know_me_do_u,Pupil
1658,vaibhavanand10,Newbie
1661,undec,Expert
1664,JerryBlack_ZJNU,Specialist
1665,won_piece,Pupil
1666,AN0NYMOUS_,Pupil
1667,Manga_10,Newbie
1668,MuriyaTensei,Newbie
1669,kelvin_0179,Specialist
1670,Pratham_Belwal,Specialist
1671,Steven-_-AbuAlkhair,Pupil
1672,nishu2002,Specialist
1674,Shubham__mishra,Specialist
1676,yashagrawal20,Newbie
1677,neatHyperTxt,Newbie
1679,leaf1415,Grandmaster
1680,DiabloNemesis,Pupil
1681,13_Riishiii_10,Specialist
1682,sparta_pantheon,Pupil
1683,altik_nik,Candidate
1684,Tardimgg,Pupil
1685,jain40470,Pupil
1686,flakes24,Pupil
1687,itadori_yuji,Specialist
1688,Zeeshan098,Specialist
1689,shn271,Specialist
1690,ranadip_01,Newbie
1691,helios_,Specialist
1692,LoudSilence,Pupil
1693,Saurav_2942,Newbie
1694,asta_123,Pupil
1695,Yussef_Khaled,Pupil
1696,aman_m42,Expert
1697,NeelPatel.,Pupil
1698,Ankitsks,Pupil
1699,Nafis_Ahmed_174,Specialist
1700,ilasiawo,Newbie
1701,dosiawo,Pupil
1702,I_See_PC,Pupil
1703,logarythm,Specialist
1704,mridulpandeycr7,Expert
1705,ambuj21,Expert
1706,anuj_negi,Specialist
1707,1564269628,Candidate
1708,Harshjain4001,Specialist
1709,Gaurav_Dawra,Candidate
1710,amaannn,Specialist
1711,hritik25,Newbie
1712,valak_70,Pupil
1713,drexdelta1,Specialist
1714,kevskillz,Specialist
1715,kkz666,Pupil
1716,Shawerma,Specialist
1718,ssbhardwaj,Newbie
1719,gopikrishna000,Specialist
1721,abhilash_360,Expert
1722,abhilash__360,Specialist
1723,inhibitor_81,Expert
1724,Awakeandfalling,Specialist
1725,thinKeR_76,Newbie
1726,cubegenics,Specialist
1727,depurador_ik,Newbie
1728,AK_173,Expert
1729,ericskh2,Expert
1730,Demoralizer_47,Pupil
1731,ratnesh_tiwari,Expert
1733,_thor__,Expert
1734,MuichiroTo,Expert
1735,Unknown_person_2,Newbie
1736,zach_09,Pupil
1737,mlangc,Newbie
1738,ETHANHUNTMI5,Pupil
1739,Kirkon,Expert
1740,hollisleunghoning,Specialist
1741,asily,Specialist
1743,iam_a.r.t,Pupil
1744,chemecocs,Newbie
1745,Priyangshu_28May,Newbie
1748,root013,Specialist
1749,constant_loop,Newbie
1750,Pratik8696,Specialist
1751,Pratik9686,Pupil
1752,Two_Faced_11,Pupil
1753,NanuG,Pupil
1754,ash_79,Pupil
1755,M-Manas-s,Specialist
1756,amansahore09,Pupil
1757,MickeyIsAwesome,Pupil
1758,combinatorialist,Specialist
1759,kritikmodi,Specialist
1760,ksandr1v,Pupil
1761,Rohancoder,Specialist
1762,Saksham_Singhal,Expert
1763,gautamjain09,Pupil
1764,blackThread,Pupil
1765,innocent_SINNER,Expert
1766,uttharapally_chandra,Pupil
1767,bleach__,Specialist
1768,Venkatesh2112001,Specialist
1769,HeyHello2,Expert
1771,div4only,Specialist
1774,s_abhishek,Specialist
1775,Protochy,Specialist
1776,nis1234,Newbie
1777,sharma0395478,Newbie
1778,puriabhijit000,Specialist
1779,akashghadge,Pupil
1780,killer_god,Master
1781,Kapitar,Specialist
1782,coder_Gajendra,Newbie
1783,utkarsh.rai,Specialist
1784,pranabpandey,Expert
1785,NishuSharma,Specialist
1786,Aman_Zx,Newbie
1787,Neeraj_jm,Pupil
1788,dronzer_28,Newbie
1789,Ayanokoji7,Specialist
1790,two___wrist,Candidate
1791,sergiongp123,Pupil
1792,__Chirag__,Specialist
1793,Egakrut3,Expert
1794,rahul_81,Pupil
1795,Utkarsh_09,Pupil
1796,GMbefore2024,Newbie
1797,CoderVishu,"Unrated,"
1798,dheeraj,Specialist
1799,TheDarkKnight,Expert
1800,kasiru_69,Specialist
1801,__tony_stark_,Pupil
1802,poyon,Expert
1803,ASM_ATIKUR,Specialist
1804,formidablechief_27,Pupil
1805,KAUSTUBH152003,Specialist
1806,poms647,Specialist
1807,21_DIN_ME_PAISA__DOUBLE,Newbie
1808,Stupid_Piece,Specialist
1809,dogranmol,Specialist
1810,Raowl,Specialist
1811,bestbeingsandeep5445,Newbie
1812,panic,Pupil
1814,practiceCpp,Candidate
1815,Sahil_Gore,Pupil
1816,dzhi,Specialist
1817,coderdhanraj,Specialist
1818,Dr_AddictStein,Pupil
1819,Shri_874,Specialist
1822,Me_hab_skill_issue,Pupil
1823,sid234890,Pupil
1824,emrulhasan,Specialist
1826,saksham.gulati2011,Pupil
1827,Ayachi_Nene_,"Unrated,"
1828,Dhruv_Garg01,"Unrated,"
1829,Numinous,Specialist
1830,lixinying,Specialist
1831,HaccerKat,Candidate
1832,zelinksy_putin,Newbie
1833,fastybanno,Newbie
1834,JTriv9714,Pupil
1837,Anj_Raj,Pupil
1838,Harry__9522,Newbie
1839,planq,Specialist
1840,XxDantexX,Expert
1841,md_imran_hosen19,Specialist
1842,RahulAhuja2901,Pupil
1843,lazymystic,Pupil
1844,The_first_in_the_world,Pupil
1845,ThirdFyre,Pupil
1846,NinthFyre,Newbie
1847,zyxoi,"Unrated,"
1848,sefayetalam14,Newbie
1849,joshincr,Newbie
1851,FuDiWeiu,Expert
1853,_Shivom_,Specialist
1854,ambreshksaini,Specialist
1856,lpychemistry,Specialist
1857,black_dino,Expert
1859,Nightmare_luffy,Specialist
1860,rahulsoni0,Pupil
1861,tamaraKaplan,Newbie
1862,oneafter,"Unrated,"
1863,persevere_07,Specialist
1864,sk.dubey,Pupil
1865,vvvinit,Specialist
1866,Electrophile_ar,Specialist
1867,Agent_proton,Specialist
1868,rachitag246,Pupil
1869,regain0002,"Unrated,"
1870,SamyakSinghania,Specialist
1871,CodingGeek0803,Pupil
1872,tomato_potato,Expert
1873,Heisenbeg,Specialist
1875,Sovi_11,Specialist
1876,abhi.ch891,Specialist
1877,Zesty_GK,Newbie
1878,choozahunmai,Newbie
1879,MarioChan,Expert
1880,DarkwinDarkwa,Newbie
1881,ashish_2409,Specialist
1883,no2newbie,Expert
1884,ujjwalmittal221,Specialist
1886,admiralpunk111,Specialist
1887,jackylova,Newbie
1888,amal_thundiyil,Newbie
1890,ayushraghuwanshi22,Pupil
1891,swarup3204,Newbie
1892,Manish_7392,Specialist
1893,Bjorn__Ironside,Pupil
1894,wat2,Specialist
1895,tong96,Specialist
1896,PiscesDream,Expert
1897,Ceya-Tar,Pupil
1898,llc5pg,Specialist
1899,nisarg_a19,Specialist
1900,abhishek47146,Pupil
1901,ac121102,Specialist
1902,vickyguptaa7,Specialist
1903,unknownnnn001,Specialist
1904,MoSooN,Specialist
1905,this_dp,Pupil
1906,Prathamesh_17,Specialist
1907,reys,Pupil
1908,Up_again,Pupil
1909,dibyanshu47,Pupil
1910,g_square,Pupil
1911,shahvraj1500,Newbie
1912,Harshil_.bambhroliya,Pupil
1913,Aadey_Shah,Pupil
1914,gaurav_22,Pupil
1915,anuragjana4,Specialist
1916,xinyster,Expert
1917,Yogeek,Expert
1918,Kevin_pbw,Newbie
1919,Meharaj_mithu,Pupil
1920,TusharDtu,Specialist
1921,ayush.604,Newbie
1922,__kra__,Pupil
1923,NadmanKhan,Specialist
1924,2020csb1109,Pupil
1925,Triump_0112,Specialist
1926,DrNykterstein_2,Pupil
1927,Mikasa_Akkerman,Candidate
1928,Khalouda,Pupil
1929,Kruthikesh,Newbie
1930,astrophysicist123,Newbie
1932,vivekarora,Pupil
1933,SAHAL01,Pupil
1934,Mamun150,Newbie
1935,eddysahu31,Specialist
1936,u_will_nvr_know,Newbie
1937,shahi_45,Newbie
1938,kumarimrinal,"Unrated,"
1939,Nondifferentiable,Expert
1940,I_mm_possible,Pupil
1941,PKV_20,Pupil
1942,shaunak_10,Pupil
1943,KafkaTamura,Pupil
1944,Ganesha_,Pupil
1945,ayush_n,Pupil
1946,satyam_ch,Specialist
1947,YashGadia36,Pupil
1948,No_Coast,Pupil
1949,i_love_rao_khushboo,Pupil
1950,BoosterImpulse,Pupil
1952,dkjha20,Specialist
1953,Ingenieur,Expert
1954,binary_monk,Pupil
1955,ashuthe1x,Newbie
1956,whynesspower,Newbie
1957,Tushar35,Newbie
1958,FishNotebook,Expert
1959,Vrutik_2809,Pupil
1960,sandesh_04_06,Specialist
1961,bhils,Specialist
1962,MohammadDallash,Pupil
1963,Joydeep8822154667,Specialist
1964,prasoon107,Expert
1965,trappist-1d,Expert
1966,Priyanshu_Gupta,Expert
1967,Jai_mahakal_05,Specialist
1968,PANIC_,Pupil
1969,temporary_wheezie,Newbie
1970,Nandita35,Newbie
1971,road_police,Candidate
1972,drcxd6602,Pupil
1973,ashu_2001,Pupil
1974,himanshu81023,Specialist
1975,chakradhar94,Pupil
1977,Wizard_of_Orz,Candidate
1978,saavrm,Newbie
1979,raman_123,Newbie
1980,anuraagshankar,Specialist
1981,Fuadul,Specialist
1982,ayush7_20,Pupil
1983,avatsavirsa,Specialist
1985,Alphx,Specialist
1987,NODE_SM,Pupil
1988,vishrut_42,Pupil
1989,ForcaBarcelona,Specialist
1990,shadow9236,Master
1991,jalwaniya,Specialist
1992,KIRA_p01,Newbie
1993,HMETAO,Pupil
1994,Gur_D,Expert
1995,dynamo_07,Expert
1996,dare_to_do,Newbie
1997,Ahsanul_Anam_4632,Newbie
1998,Divide-By-Zero,"Unrated,"
1999,iamrick,Newbie
2000,reddotcheese_13,Newbie
2001,dirty_fingers,Pupil
2002,sankalp_7,Expert
2003,negativeDelta,Pupil
2004,harshsingla06,Expert
2005,coVDer,Specialist
2006,abdelrahman_wael1029,Pupil
2007,Hamroz_JONN,Pupil
2008,priyanshu.p,Specialist
2009,a_AshishKr,Newbie
2010,ok.surazz,Pupil
2011,vehla_banda,Newbie
2012,sushant4452,Newbie
2013,ankitghanghas1072,Pupil
2014,Saurabh_jayaswal,Pupil
2015,procodgok,Expert
2016,Mohamed_Ahmed,Pupil
2017,hell_hacker,Candidate
2018,kyarakhubhai,Specialist
2019,turing_machine_123,Newbie
2020,target-expert,Newbie
2021,rohitsatpute480,Specialist
2022,Blackbeard99,Pupil
2023,xghost456,Newbie
2024,XmouseX,Expert
2025,KadenXu,Pupil
2026,Gaurav1,Specialist
2029,good_boy1,Newbie
2030,SlipperyCoupoid08,Specialist
2031,5S0S,Newbie
2032,tushar.shimo,Newbie
2033,vjudge21.,Newbie
2034,adiagr,Expert
2036,shoaibcodez,Newbie
2037,RaoJordan,Pupil
2038,kunalsrv20,Expert
2039,bhavyakawatra,Specialist
2042,DedsecKnight,Expert
2043,SAEED.,Pupil
2044,saurabhsingz,Pupil
2045,DIPANKAR-123,Pupil
2046,salabh_2k2,Newbie
2049,Glydon,Specialist
2050,Kedi_chiz,Pupil
2051,deepakanto,Newbie
2052,fasterfene,Expert
2053,kvp1703,Pupil
2055,mukulrawat_03,Specialist
2056,CringeQueen,"Unrated,"
2057,absolute_looser,Expert
2058,divyansh956,Pupil
2059,Vixel,Pupil
2060,Cereal,Expert
2061,Anumoy_nandy,Expert
2062,Arpit0123,Pupil
2063,God_Of_War_,Expert
2064,4svOn,Expert
2065,Durrrrrrr2222,Expert
2066,akua,Expert
2067,rb003,Newbie
2068,praveen11kr,Pupil
2069,Dpnshu,Pupil
2070,Abhi_sahu,Pupil
2071,2020chb1044,Newbie
2072,Sinister_Shark,Expert
2073,khnhcodingkarlo,Specialist
2074,harsh_29102,Pupil
2075,I.can.Do.It,Specialist
2076,Richard1211,Newbie
2077,FkingPeakyBlinder,Specialist
2078,dream7,Specialist
2081,dtyagi,Expert
2082,leoncn,Specialist
2084,rashid_aziz,Pupil
